credit_limit,age,pay_delay_sep,pay_delay_aug,bill_amt_sep,bill_amt_aug,pay_amt_sep,pay_amt_aug,target
300000.0,31,0,0,281829.0,285038.0,10208.0,12507.0,0
390000.0,36,1,-2,0.0,0.0,0.0,0.0,0
180000.0,36,-1,0,170619.0,172057.0,6063.0,8431.0,0
300000.0,40,1,-2,0.0,0.0,0.0,0.0,0
150000.0,37,0,0,112695.0,97907.0,3515.0,5002.0,0
80000.0,36,0,0,77870.0,79472.0,2900.0,3900.0,1
250000.0,31,1,-2,0.0,0.0,0.0,0.0,0
350000.0,37,-2,-2,916.0,1123.0,1133.0,607.0,0
380000.0,40,0,0,231759.0,233357.0,10000.0,9000.0,0
450000.0,34,-1,-1,583.0,-16.0,0.0,2328.0,0
340000.0,35,0,-1,62896.0,16480.0,16591.0,27283.0,0
70000.0,44,0,0,14202.0,15149.0,1500.0,1585.0,0
320000.0,37,0,0,367670.0,374631.0,13200.0,13006.0,1
180000.0,48,-1,-1,325.0,1260.0,1260.0,325.0,0
360000.0,43,0,-1,38324.0,3374.0,3390.0,3638.0,0
230000.0,46,1,2,189724.0,193112.0,8000.0,8500.0,1
280000.0,36,1,2,314318.0,307569.0,0.0,13500.0,0
50000.0,34,0,0,46413.0,50056.0,4729.0,86.0,0
260000.0,34,0,0,186189.0,176135.0,6203.0,5704.0,1
230000.0,41,-1,0,23216.0,25548.0,10014.0,1602.0,0
240000.0,41,-2,-2,-317.0,63435.0,63752.0,700.0,0
140000.0,44,0,0,90547.0,92536.0,3500.0,5500.0,0
360000.0,43,0,-1,30769.0,13532.0,13952.0,864.0,0
320000.0,44,-1,-1,1329.0,4526.0,4526.0,11911.0,0
310000.0,36,-1,-1,8517.0,6734.0,6765.0,6076.0,0
60000.0,42,0,0,78291.0,70154.0,3000.0,1405.0,0
380000.0,38,0,0,365427.0,363267.0,14008.0,17000.0,0
40000.0,37,0,0,36712.0,37403.0,1596.0,1006.0,0
150000.0,40,0,0,74985.0,76745.0,3400.0,1600.0,0
360000.0,40,-1,-1,2569.0,316.0,316.0,4919.0,0
200000.0,36,-1,-1,4585.0,33282.0,33485.0,16254.0,0
260000.0,42,0,0,204017.0,182048.0,8000.0,7100.0,0
430000.0,38,-2,-2,37693.0,3390.0,3507.0,5960.0,0
200000.0,36,0,0,5440.0,7268.0,2000.0,0.0,0
380000.0,40,0,0,95972.0,123558.0,30027.0,0.0,0
110000.0,37,0,0,112091.0,112380.0,4625.0,3112.0,0
200000.0,42,2,2,168289.0,172001.0,8000.0,7500.0,0
270000.0,34,1,2,20979.0,17228.0,0.0,4000.0,0
120000.0,31,-1,-1,1216.0,416.0,416.0,416.0,0
420000.0,47,0,0,54799.0,53507.0,5000.0,5000.0,0
20000.0,34,0,0,6569.0,6939.0,2449.0,0.0,0
200000.0,40,1,2,193773.0,196323.0,7350.0,261.0,1
80000.0,45,0,0,34905.0,35923.0,1600.0,2000.0,0
270000.0,45,1,-2,0.0,0.0,0.0,7304.0,0
30000.0,45,3,2,12751.0,12256.0,0.0,2955.0,1
80000.0,45,0,0,55385.0,52801.0,2019.0,2031.0,0
30000.0,39,2,0,18557.0,19643.0,1700.0,1700.0,1
20000.0,36,0,0,18958.0,19427.0,1500.0,2000.0,1
20000.0,33,2,0,17999.0,19090.0,1700.0,3243.0,1
320000.0,35,0,0,274599.0,280021.0,11500.0,12000.0,1
120000.0,36,-2,-2,326.0,326.0,326.0,326.0,0
290000.0,38,1,2,296437.0,192441.0,25.0,10013.0,0
380000.0,39,-2,-2,3074.0,-18618.0,9203.0,0.0,0
480000.0,49,0,0,376186.0,389822.0,20000.0,18000.0,0
350000.0,47,0,0,190211.0,191582.0,8239.0,8902.0,0
220000.0,36,-1,2,792.0,396.0,0.0,396.0,0
360000.0,44,-2,-2,188.0,1610.0,1610.0,1088.0,1
420000.0,39,-1,0,22219.0,22423.0,7573.0,4913.0,0
160000.0,40,0,0,4024.0,6484.0,3000.0,0.0,1
30000.0,47,2,2,26413.0,25690.0,0.0,1445.0,0
170000.0,31,0,0,8024.0,9338.0,1610.0,2500.0,0
710000.0,38,0,0,67061.0,64374.0,10045.0,10008.0,0
350000.0,34,-2,-2,2184.0,1445.0,1445.0,2424.0,0
230000.0,36,0,0,4761.0,5786.0,1110.0,2000.0,0
30000.0,40,2,0,2922.0,3869.0,1000.0,1090.0,0
360000.0,38,-1,-1,475.0,-25.0,0.0,5018.0,0
500000.0,41,-1,-1,390.0,780.0,780.0,0.0,0
380000.0,34,0,0,124486.0,106065.0,3563.0,3385.0,0
240000.0,37,1,2,211808.0,208892.0,2000.0,9600.0,0
100000.0,41,0,0,31452.0,32453.0,1527.0,1564.0,1
200000.0,38,0,0,176579.0,180233.0,6589.0,7074.0,1
500000.0,35,-2,-2,5925.0,11175.0,11194.0,21193.0,0
220000.0,48,-2,-2,0.0,0.0,0.0,2128.0,1
640000.0,33,-1,-1,21189.0,4242.0,4258.0,32120.0,0
340000.0,34,0,0,334628.0,328749.0,16040.0,14000.0,1
400000.0,48,0,0,112789.0,115910.0,5000.0,6624.0,0
200000.0,39,-2,-2,8852.0,3103.0,5585.0,2015.0,0
20000.0,41,0,0,9632.0,10676.0,1208.0,3234.0,0
210000.0,35,-1,-1,205.0,0.0,0.0,775.0,0
280000.0,35,0,0,275659.0,265870.0,10932.0,12011.0,0
150000.0,36,0,0,149931.0,152915.0,5500.0,5513.0,0
50000.0,36,0,0,45010.0,45785.0,1919.0,1789.0,0
60000.0,36,0,0,37129.0,37593.0,1602.0,1989.0,1
60000.0,36,1,-2,0.0,0.0,0.0,0.0,1
200000.0,45,0,0,197600.0,200378.0,10265.0,6061.0,0
30000.0,35,0,0,21708.0,22583.0,1542.0,3026.0,1
130000.0,42,1,-2,-52.0,-52.0,0.0,0.0,1
140000.0,39,0,0,136032.0,139118.0,5400.0,5000.0,0
280000.0,39,0,0,273651.0,279296.0,11128.0,11234.0,0
110000.0,44,0,0,102274.0,103275.0,3734.0,3653.0,0
130000.0,42,-1,-1,836.0,836.0,836.0,836.0,0
110000.0,48,0,0,92806.0,91217.0,5000.0,4087.0,0
320000.0,38,0,0,18924.0,21589.0,3000.0,3000.0,0
490000.0,41,0,0,345075.0,354273.0,10000.0,4000.0,0
360000.0,45,-1,-1,287.0,29646.0,29794.0,9297.0,0
280000.0,37,2,-1,1405.0,1549.0,1549.0,1504.0,0
290000.0,36,2,0,170953.0,170747.0,546.0,1002.0,0
180000.0,39,0,0,119466.0,120491.0,4500.0,6000.0,0
150000.0,36,0,0,32263.0,26283.0,3000.0,1305.0,0
260000.0,44,-1,-1,11506.0,973.0,975.0,1186.0,0
90000.0,34,0,0,74012.0,76777.0,4600.0,4300.0,0
20000.0,35,0,0,16958.0,17028.0,1699.0,1600.0,0
180000.0,34,-1,-1,4400.0,2990.0,3018.0,3772.0,0
230000.0,36,-1,-1,182.0,1407.0,1407.0,0.0,0
260000.0,38,3,2,2500.0,2500.0,0.0,0.0,1
150000.0,31,3,2,125086.0,121521.0,4967.0,65.0,1
480000.0,44,-1,-1,634.0,144.0,144.0,213.0,0
110000.0,45,0,0,112987.0,110899.0,7000.0,4000.0,1
150000.0,49,0,0,20604.0,21614.0,1359.0,3280.0,0
170000.0,42,0,0,166708.0,85607.0,4000.0,4000.0,0
50000.0,44,0,0,49699.0,49685.0,2300.0,1487.0,0
400000.0,40,0,0,178069.0,181613.0,6496.0,8214.0,0
430000.0,47,1,-1,-18.0,6390.0,6408.0,8840.0,0
300000.0,40,-1,-1,4950.0,-337.0,0.0,0.0,0
40000.0,33,0,0,21107.0,23837.0,3400.0,0.0,0
180000.0,45,0,0,130950.0,119109.0,6000.0,6000.0,0
300000.0,31,0,0,80928.0,82690.0,4000.0,4000.0,0
20000.0,49,0,0,16336.0,17354.0,1294.0,2316.0,1
230000.0,32,-1,-1,326.0,326.0,326.0,326.0,0
180000.0,46,0,0,178517.0,130975.0,5000.0,7000.0,0
50000.0,36,1,2,19649.0,20526.0,1500.0,0.0,1
160000.0,37,0,0,16750.0,9715.0,1100.0,1500.0,0
100000.0,43,-1,0,6768.0,13054.0,10015.0,3018.0,0
140000.0,35,0,0,135227.0,134215.0,5304.0,5033.0,0
70000.0,30,0,0,67730.0,67021.0,3000.0,6006.0,0
400000.0,32,0,0,55773.0,55917.0,3028.0,3023.0,0
330000.0,35,-1,-1,3888.0,14704.0,14782.0,2544.0,0
130000.0,39,0,0,103566.0,105797.0,3969.0,3823.0,1
410000.0,46,-2,-2,8756.0,1237.0,1237.0,11912.0,0
350000.0,36,0,0,15061.0,23719.0,10000.0,16000.0,0
360000.0,35,0,0,41327.0,47751.0,20059.0,13043.0,0
90000.0,41,-2,-2,188.0,188.0,188.0,188.0,0
100000.0,46,-1,-1,390.0,3505.0,3505.0,2695.0,0
200000.0,36,0,0,193097.0,199873.0,10000.0,10000.0,0
20000.0,38,0,0,5705.0,6715.0,1266.0,1287.0,1
230000.0,35,0,0,170413.0,166858.0,5976.0,6158.0,0
20000.0,31,0,0,18764.0,19750.0,1610.0,1488.0,0
130000.0,31,3,2,300.0,300.0,0.0,0.0,1
150000.0,32,0,0,150201.0,125858.0,5039.0,4030.0,0
160000.0,31,-2,-2,2930.0,459.0,466.0,4171.0,0
20000.0,30,3,2,15556.0,16987.0,2000.0,2000.0,0
130000.0,48,0,0,102771.0,104003.0,4843.0,2608.0,0
490000.0,43,2,-1,3956.0,3081.0,3081.0,0.0,1
360000.0,45,-1,-1,2369.0,1367.0,1367.0,8570.0,0
150000.0,40,0,0,172935.0,46462.0,35749.0,3016.0,0
70000.0,44,1,2,14960.0,11080.0,0.0,3116.0,1
360000.0,32,-2,-2,10591.0,-326.0,326.0,56663.0,0
500000.0,37,1,-1,271115.0,15074.0,15873.0,16205.0,0
250000.0,38,-1,-1,2395.0,29636.0,29658.0,23938.0,0
50000.0,38,0,0,46005.0,46234.0,1266.0,1298.0,0
250000.0,45,0,0,142001.0,135291.0,5084.0,6399.0,0
20000.0,40,2,2,15563.0,16995.0,2000.0,0.0,0
360000.0,33,-2,-2,0.0,0.0,0.0,0.0,0
80000.0,41,0,0,80920.0,80956.0,3500.0,4000.0,0
140000.0,44,0,0,72763.0,75064.0,3905.0,4025.0,0
140000.0,36,0,0,123474.0,125565.0,4409.0,4505.0,1
50000.0,37,2,2,72034.0,75711.0,7300.0,3200.0,1
160000.0,34,0,0,144953.0,112501.0,6000.0,5950.0,0
50000.0,49,0,0,41638.0,28145.0,2000.0,2000.0,0
200000.0,41,2,2,1075.0,11201.0,11000.0,980.0,0
80000.0,38,1,2,67046.0,68439.0,3100.0,2500.0,1
140000.0,33,-2,-2,0.0,935.0,935.0,1490.0,0
90000.0,34,0,0,77846.0,50281.0,5700.0,0.0,0
40000.0,47,0,0,34664.0,37611.0,3524.0,0.0,0
10000.0,38,1,2,4437.0,5355.0,1150.0,1000.0,0
500000.0,33,0,0,26597.0,16573.0,3357.0,3010.0,0
410000.0,41,0,0,396975.0,409780.0,30000.0,20000.0,0
20000.0,49,0,0,19111.0,18936.0,1286.0,1328.0,0
200000.0,37,1,-2,0.0,0.0,0.0,250.0,0
50000.0,32,0,0,49571.0,48765.0,1773.0,2110.0,0
150000.0,44,-1,-1,4825.0,3003.0,3018.0,6201.0,0
180000.0,49,-1,-1,1092.0,1733.0,1733.0,0.0,1
80000.0,33,1,-1,0.0,3495.0,3495.0,765.0,0
300000.0,34,0,0,50281.0,51441.0,2000.0,3500.0,0
150000.0,36,2,2,167094.0,86193.0,5068.0,9.0,1
220000.0,48,1,-2,0.0,0.0,0.0,0.0,0
120000.0,35,0,0,90972.0,93452.0,4000.0,4000.0,0
360000.0,43,-1,-1,59.0,4465.0,4465.0,300.0,0
550000.0,37,0,0,452600.0,364447.0,16025.0,14407.0,1
260000.0,39,3,2,235799.0,124838.0,13.0,4276.0,0
80000.0,45,0,0,8133.0,10978.0,3000.0,0.0,1
160000.0,48,1,-2,0.0,0.0,0.0,0.0,0
190000.0,48,0,-1,6450.0,189102.0,189717.0,7779.0,0
250000.0,44,-1,-1,3893.0,54673.0,54946.0,8433.0,0
30000.0,37,0,0,22629.0,11332.0,5002.0,5003.0,0
100000.0,37,2,2,24927.0,27689.0,3185.0,0.0,1
350000.0,35,0,0,15193.0,19734.0,5197.0,3000.0,0
120000.0,45,0,0,24591.0,16160.0,3000.0,225.0,0
350000.0,43,-2,-2,2878.0,0.0,0.0,850.0,0
340000.0,49,0,-1,9983.0,43418.0,43418.0,388126.0,0
360000.0,39,-1,-1,2758.0,1448.0,1448.0,3740.0,0
410000.0,47,-1,-1,40390.0,9760.0,9760.0,9712.0,0
170000.0,42,0,0,162880.0,164824.0,8000.0,6107.0,0
110000.0,38,0,0,95925.0,98331.0,4000.0,4000.0,0
30000.0,51,0,0,24070.0,25358.0,2000.0,1800.0,0
200000.0,54,0,0,41190.0,40921.0,2138.0,5101.0,0
250000.0,50,0,0,254893.0,258013.0,9316.0,9637.0,0
240000.0,50,-1,-1,35117.0,17330.0,11051.0,116904.0,0
210000.0,50,1,-2,0.0,0.0,0.0,0.0,0
30000.0,52,0,0,28541.0,28889.0,1502.0,2002.0,0
30000.0,51,0,0,13386.0,13218.0,1218.0,1453.0,0
40000.0,56,1,-2,0.0,0.0,0.0,0.0,1
50000.0,55,0,0,23498.0,22625.0,1336.0,1348.0,0
50000.0,50,0,0,47053.0,11165.0,1200.0,1206.0,1
20000.0,50,0,0,14123.0,16758.0,3200.0,1300.0,0
20000.0,52,2,2,8145.0,10474.0,2474.0,0.0,1
240000.0,51,0,0,98588.0,100545.0,3592.0,3719.0,1
110000.0,52,0,0,56327.0,57106.0,2700.0,3300.0,0
90000.0,52,0,0,86826.0,87186.0,4000.0,3505.0,0
110000.0,52,0,0,82390.0,84024.0,4000.0,4015.0,0
500000.0,50,0,0,350340.0,359289.0,12884.0,13000.0,0
20000.0,54,0,0,18398.0,19014.0,2000.0,1500.0,0
70000.0,50,2,2,41087.0,42109.0,2000.0,2000.0,1
50000.0,51,1,-2,0.0,0.0,0.0,0.0,1
120000.0,53,0,0,88702.0,101498.0,14357.0,5500.0,1
50000.0,60,0,0,46344.0,41162.0,1389.0,1722.0,0
20000.0,50,0,0,5519.0,6620.0,1200.0,1200.0,0
30000.0,51,0,0,29628.0,29253.0,1460.0,1560.0,0
290000.0,61,0,0,281967.0,288456.0,10492.0,12447.0,0
80000.0,61,0,0,81647.0,65470.0,5500.0,10000.0,1
110000.0,50,0,0,110406.0,109550.0,4600.0,3348.0,0
190000.0,54,0,0,142032.0,40883.0,5883.0,2835.0,0
50000.0,48,0,0,56672.0,53540.0,2500.0,1066.0,0
50000.0,51,0,0,38302.0,39299.0,1634.0,2038.0,0
20000.0,52,2,0,16290.0,17301.0,1289.0,2000.0,0
110000.0,57,-1,-1,390.0,390.0,390.0,390.0,0
350000.0,50,0,0,83134.0,84087.0,3969.0,4131.0,0
60000.0,52,0,0,57470.0,58713.0,2200.0,2500.0,1
20000.0,59,2,2,7451.0,5119.0,2000.0,1500.0,0
430000.0,51,0,-1,4704.0,9714.0,9723.0,13298.0,0
260000.0,51,-2,-2,0.0,0.0,0.0,0.0,1
140000.0,52,1,2,31511.0,30705.0,0.0,1600.0,1
360000.0,50,-1,-1,1858.0,0.0,0.0,0.0,0
280000.0,50,-2,-2,5622.0,4554.0,4573.0,4396.0,0
10000.0,50,0,0,3664.0,4526.0,1300.0,3000.0,0
280000.0,49,0,0,94916.0,96838.0,3500.0,3600.0,0
50000.0,63,-1,-1,264.0,528.0,528.0,0.0,0
50000.0,56,0,0,37624.0,44915.0,8000.0,26390.0,0
280000.0,53,0,0,278127.0,42518.0,1700.0,1500.0,1
20000.0,50,0,0,18865.0,36059.0,1500.0,2580.0,0
80000.0,51,2,-1,1041.0,780.0,1000.0,0.0,1
50000.0,51,0,0,46094.0,47157.0,1831.0,2343.0,0
360000.0,51,0,0,346225.0,353200.0,14562.0,13806.0,1
260000.0,50,-2,-2,390.0,7516.0,7516.0,553.0,0
20000.0,60,1,2,17495.0,16917.0,0.0,1287.0,0
110000.0,51,0,0,45012.0,45964.0,2000.0,2000.0,0
20000.0,52,0,0,19626.0,20002.0,1311.0,3005.0,1
20000.0,55,0,0,69257.0,70055.0,2400.0,1833.0,1
70000.0,60,0,0,69956.0,70688.0,2500.0,3300.0,0
30000.0,52,1,2,3997.0,2522.0,0.0,0.0,1
230000.0,61,2,2,2500.0,0.0,0.0,0.0,1
160000.0,57,-1,-1,759.0,-660.0,209.0,0.0,1
30000.0,50,-1,-1,390.0,390.0,390.0,390.0,0
50000.0,52,-2,-2,0.0,0.0,0.0,0.0,1
210000.0,47,-1,-1,1772.0,-55.0,0.0,0.0,0
50000.0,60,0,0,46362.0,47393.0,1800.0,2000.0,0
150000.0,55,3,3,97719.0,99733.0,4500.0,0.0,1
660000.0,55,-1,0,284334.0,288120.0,6486.0,38507.0,0
100000.0,47,1,2,99823.0,96932.0,0.0,3579.0,0
700000.0,50,0,0,280809.0,273492.0,10000.0,8500.0,0
300000.0,50,2,2,245193.0,250672.0,11000.0,11000.0,1
320000.0,50,-2,-2,18831.0,1809.0,1809.0,2588.0,0
250000.0,50,1,-2,0.0,0.0,0.0,191.0,0
150000.0,50,-1,-1,829.0,18311.0,18400.0,3500.0,0
200000.0,50,1,-1,-6676.0,5953.0,16374.0,2392.0,1
50000.0,52,0,0,50717.0,36507.0,1357.0,1000.0,1
320000.0,52,0,0,293481.0,249201.0,10104.0,7216.0,0
20000.0,51,0,0,14962.0,17580.0,2890.0,2458.0,0
170000.0,64,-1,-1,1922.0,1788.0,1788.0,9.0,0
50000.0,52,1,2,50757.0,78196.0,0.0,5607.0,1
130000.0,52,-1,2,6954.0,4110.0,12.0,1034.0,0
150000.0,59,-2,-2,5066.0,2616.0,2616.0,4097.0,0
500000.0,53,-2,-2,13331.0,13307.0,13941.0,16392.0,0
410000.0,54,-1,-1,1413.0,1701.0,1710.0,7064.0,0
50000.0,53,0,0,70820.0,50813.0,1998.0,2374.0,0
200000.0,66,0,0,143994.0,102211.0,4767.0,2573.0,0
230000.0,55,0,0,208273.0,214423.0,10012.0,10000.0,0
20000.0,53,0,0,19165.0,16851.0,3000.0,3000.0,1
300000.0,53,-2,-2,-3.0,-3.0,0.0,0.0,0
20000.0,57,0,0,19071.0,20442.0,2000.0,1200.0,0
380000.0,55,0,0,59881.0,61070.0,2185.0,2263.0,0
150000.0,57,2,2,14496.0,15546.0,1600.0,1300.0,1
20000.0,53,1,2,5397.0,6153.0,1000.0,99.0,0
130000.0,56,0,0,33928.0,35356.0,2000.0,2000.0,0
350000.0,57,0,0,262719.0,269742.0,11500.0,18000.0,0
440000.0,64,0,0,427038.0,431540.0,20000.0,18000.0,0
170000.0,54,-1,-1,186.0,116.0,116.0,0.0,0
70000.0,67,1,-1,275.0,400.0,10400.0,10002.0,0
270000.0,58,-2,-2,9211.0,8913.0,9012.0,3286.0,0
500000.0,59,0,0,197792.0,201418.0,7200.0,8000.0,0
200000.0,60,0,0,135775.0,136946.0,4916.0,8011.0,0
290000.0,55,0,0,21372.0,25278.0,5000.0,5000.0,0
50000.0,54,0,0,48092.0,35513.0,2500.0,2500.0,0
20000.0,57,1,2,1472.0,211.0,0.0,0.0,1
80000.0,56,0,0,49897.0,50892.0,1822.0,2401.0,0
70000.0,55,0,0,31081.0,23839.0,1474.0,1352.0,0
50000.0,53,0,0,48684.0,49466.0,1974.0,2442.0,0
160000.0,55,0,0,155389.0,152162.0,6911.0,6500.0,0
70000.0,57,0,0,70051.0,69398.0,3567.0,2667.0,0
230000.0,59,1,-2,0.0,0.0,0.0,0.0,0
180000.0,70,0,0,12216.0,13724.0,1724.0,2000.0,0
20000.0,56,5,4,19977.0,19375.0,0.0,0.0,0
350000.0,70,0,0,106813.0,100895.0,4000.0,3371.0,0
70000.0,54,-1,0,20706.0,21410.0,1351.0,1378.0,0
20000.0,54,0,0,37720.0,12266.0,1200.0,1200.0,0
180000.0,56,0,0,89560.0,90940.0,3460.0,4000.0,0
320000.0,56,0,0,274210.0,262737.0,9441.0,7821.0,0
50000.0,53,2,0,17946.0,18946.0,1306.0,3264.0,0
50000.0,56,0,0,48895.0,49455.0,1775.0,2070.0,0
180000.0,55,-1,-1,6854.0,560.0,560.0,10600.0,1
130000.0,55,-1,2,780.0,780.0,390.0,0.0,0
20000.0,57,-1,-1,170.0,-220.0,0.0,0.0,0
500000.0,54,0,0,108075.0,106532.0,5014.0,4500.0,0
50000.0,58,-1,-1,382.0,-286.0,0.0,1908.0,0
760000.0,54,0,0,447670.0,455970.0,20011.0,19500.0,0
20000.0,55,3,2,13139.0,12636.0,0.0,3100.0,1
200000.0,54,-1,-1,22413.0,890.0,890.0,1649.0,0
500000.0,59,-2,-2,-3182.0,-3885.0,0.0,5359.0,0
70000.0,54,-1,-1,1261.0,1261.0,1261.0,390.0,0
50000.0,54,2,2,48556.0,49240.0,1804.0,2045.0,1
680000.0,64,0,0,568532.0,577681.0,22000.0,23000.0,0
290000.0,53,-1,0,4975.0,3688.0,1027.0,1000.0,0
450000.0,53,-1,-1,17530.0,3873.0,3885.0,3128.0,0
370000.0,68,0,0,8207.0,11054.0,3000.0,5000.0,0
80000.0,53,0,-1,9527.0,42908.0,42908.0,2400.0,0
40000.0,57,0,0,87313.0,88918.0,2729.0,3692.0,0
60000.0,54,1,2,60500.0,58926.0,0.0,2500.0,0
300000.0,58,-1,-1,13620.0,5779.0,5823.0,0.0,0
430000.0,69,0,-1,3658.0,1962.0,1962.0,6591.0,0
190000.0,67,2,2,186797.0,191210.0,9000.0,9000.0,0
200000.0,65,-1,-1,1269.0,3784.0,3789.0,5860.0,0
150000.0,54,1,2,23959.0,23276.0,0.0,2400.0,1
200000.0,58,-2,-2,0.0,0.0,0.0,0.0,1
50000.0,58,0,0,55262.0,53057.0,2000.0,1703.0,0
300000.0,55,-2,-2,14202.0,0.0,0.0,0.0,0
480000.0,53,1,-1,-11.0,11349.0,11360.0,13469.0,0
290000.0,53,0,0,271508.0,261713.0,11000.0,11800.0,0
360000.0,54,1,-1,-281.0,2520.0,3011.0,7545.0,1
110000.0,56,0,0,93983.0,88777.0,3371.0,2636.0,0
220000.0,27,-1,-1,375.0,750.0,750.0,0.0,0
120000.0,59,2,2,82172.0,80266.0,0.0,7898.0,1
50000.0,26,0,0,6450.0,10744.0,4500.0,0.0,1
70000.0,37,0,0,67374.0,70890.0,6044.0,0.0,0
30000.0,35,0,0,29728.0,30479.0,1779.0,3345.0,0
60000.0,32,0,0,13070.0,14542.0,2000.0,2000.0,0
110000.0,28,0,0,35208.0,36619.0,2000.0,2000.0,1
30000.0,30,-1,-1,1483.0,1378.0,1378.0,2781.0,0
60000.0,34,0,0,53748.0,41668.0,1778.0,2000.0,0
60000.0,26,-1,-1,959.0,0.0,0.0,849.0,0
30000.0,24,1,2,16704.0,18121.0,2000.0,1500.0,0
60000.0,49,0,0,60335.0,52211.0,6751.0,6803.0,0
180000.0,26,0,0,42086.0,96998.0,90402.0,100028.0,0
240000.0,34,0,0,65883.0,66386.0,3000.0,3038.0,0
220000.0,30,-1,-1,8939.0,316.0,316.0,541.0,0
100000.0,35,-1,-1,390.0,390.0,390.0,0.0,0
180000.0,27,-1,0,4676.0,5764.0,1500.0,1500.0,0
140000.0,26,0,0,128720.0,129996.0,6450.0,7000.0,0
60000.0,27,1,2,25547.0,24838.0,0.0,3300.0,1
90000.0,56,0,0,59524.0,57898.0,2670.0,2690.0,0
50000.0,27,2,0,16557.0,17975.0,2000.0,3000.0,1
290000.0,28,0,0,125679.0,113486.0,4315.0,6000.0,0
